"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 37B,LEGS 47,LEGS 02A,LEGS 45,LEGS 26,LEGS 08,LEGS 28,LEGS 03B,LEGS 13,LEGS 12B,LEGS 17,LEGS 34A,LEGS 04B,LEGS 07,LEGS 29B,LEGS 34B,LEGS 21,LEGS 04A,LEGS 18,LEGS 11,LEGS 38B,LEGS 16,LEGS 19,LEGS 22,LEGS 31,LEGS 44,LEGS 20,LEGS 23A,LEGS 02C,LEGS 09B,LEGS 36,LEGS 03A,LEGS 09A,LEGS 39,LEGS 32,LEGS 43,LEGS 10,LEGS 25,LEGS 42,LEGS 29A,LEGS 12A,LEGS 14,LEGS 15,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 01B,LEGS 37A,LEGS 01A,LEGS 40,LEGS 41,LEGS 24,LEGS 06,LEGS 35B,LEGS 01C,LEGS 05A,LEGS 33A,LEGS 30,LEGS 33B,LEGS 27A,LEGS 05B,LEGS 38A,LEGS 23B,LEGS 02B
1,00,"Rob Garagiola",DEM,State Senator,15,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21103,,,,,,,,,,,,,,,,,,,,,,
1,00,"Dwight Patel",REP,State Senator,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12451,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,15,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,
1,00,"Brian E. Frosh",DEM,State Senator,16,Y,,,,,,,,,,,,,,,,,,,,,,,25769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jerry Cave",REP,State Senator,16,,,,,,,,,,,,,,,,,,,,,,,,10957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,16,,Y,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jennie M. Forehand",DEM,State Senator,17,Y,,,,,,,,,,,,18742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Adol Theo Owen-Williams, II",REP,State Senator,17,,,,,,,,,,,,,7129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,17,,Y,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Richard Madaleno",DEM,State Senator,18,Y,,,,,,,,,,,,,,,,,,,,21585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kurt Osuch",REP,State Senator,18,,,,,,,,,,,,,,,,,,,,,7590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,18,,Y,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Roger P. Manno",DEM,State Senator,19,Y,,,,,,,,,,,,,,,,,,,,,,,,19020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Don Irvine",REP,State Senator,19,,,,,,,,,,,,,,,,,,,,,,,,,9306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,19,,Y,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jamie Raskin",DEM,State Senator,20,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,19509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,20,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jim Rosapepe",DEM,State Senator,21,Y,,,,,,,,,,,,,,,,,,18920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,21,,Y,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Paul G. Pinsky",DEM,State Senator,22,Y,,,,,,,,,,,,,,,,,,,,,,,,,17312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,22,,Y,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Douglas J. J. Peters",DEM,State Senator,23,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10513,
1,00,"Other Write-Ins",BOT,State Senator,23,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,
1,00,"Joanne C. Benson",DEM,State Senator,24,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20699,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,24,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,
1,00,"Ulysses Currie",DEM,State Senator,25,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23762,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jennifer Lowery-Bell",DEM,State Senator,25,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,25,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"C. Anthony Muse",DEM,State Senator,26,Y,,,,,,22976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,26,,Y,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Thomas V. Mike Miller, Jr.",DEM,State Senator,27,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7105,,,,,,,,,,,,,,,,21864,,,,
1,00,"Vernon R. Hayes, Jr.",REP,State Senator,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5679,,,,,,,,,,,,,,,,4461,,,,
1,00,"Other Write-Ins",BOT,State Senator,27,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,21,,,,
1,00,"Thomas McLain Middleton",DEM,State Senator,28,Y,,,,,,,,26577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Jay Bala",REP,State Senator,28,,,,,,,,,11250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,28,,Y,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Roy Dyson",DEM,State Senator,29,Y,,,,,,,,,,,,,,,,6917,,,,,,,,,,,,,,,,,,,,,,,,,6470,,,,,,5730,,,,,,,,,,,,,,,,,,,
1,00,"Stephen M. Waugh",REP,State Senator,29,,,,,,,,,,,,,,,,,5676,,,,,,,,,,,,,,,,,,,,,,,,,6078,,,,,,6305,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,29,,Y,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,6,,,,,,,,,,,,,,,,,,,
1,00,"John C. Astle",DEM,State Senator,30,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19604,,,,,,
1,00,"Ron Elfenbein",REP,State Senator,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19858,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,30,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,
1,00,"Edward P. Ned Carey",DEM,State Senator,31,,,,,,,,,,,,,,,,,,,,,,,,,,,12787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bryan W. Simonaire",REP,State Senator,31,Y,,,,,,,,,,,,,,,,,,,,,,,,,,21993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,31,,Y,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"James Ed DeGrange",DEM,State Senator,32,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Larry Barber",REP,State Senator,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,32,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Edward R. Reilly",REP,State Senator,33,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23021,,11436,,,,,
1,00,"Other Write-Ins",BOT,State Senator,33,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,172,,,,,
1,00,"Arthur Henry Helton, Jr.",DEM,State Senator,34,,,,,,,,,,,,,,11325,,,,4191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Nancy Jacobs",REP,State Senator,34,Y,,,,,,,,,,,,,11339,,,,8505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,34,,Y,,,,,,,,,,,,60,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Barry Glassman",REP,State Senator,35,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26610,,,,,,,,11504,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,35,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,,,,,,,,118,,,,,,,,,,
1,00,"Steven A. Mumford",DEM,State Senator,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"E. J. Pipkin",REP,State Senator,36,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,36,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Chris Robinson",DEM,State Senator,37,,,8886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4675,,,,,,,,,,,,,,,,
1,00,"Richard F. Colburn",REP,State Senator,37,Y,,17174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3688,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,37,,Y,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,
1,00,"Jim Mathias",DEM,State Senator,38,Y,,,,,,,,,,,,,,,,,,,,,,13029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340,,
1,00,"Michael James",REP,State Senator,38,,,,,,,,,,,,,,,,,,,,,,,12583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647,,
1,00,"Charles Mickey Lehrer",DEM,State Senator,38,,Y,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
1,00,"Other Write-Ins",BOT,State Senator,38,,Y,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
1,00,"Nancy J. King",DEM,State Senator,39,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Robert J. Smith",REP,State Senator,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,39,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Catherine Pugh",DEM,State Senator,40,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18340,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,40,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,
1,00,"Lisa Gladden",DEM,State Senator,41,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21484,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,41,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,
1,00,"Jim Brochin",DEM,State Senator,42,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20493,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kevin Carney",REP,State Senator,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14994,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,42,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Joan Carter Conway",DEM,State Senator,43,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,43,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Verna Jones",DEM,State Senator,44,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,14435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bernard Joseph Reiter",REP,State Senator,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,44,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Nathaniel J. McFadden",DEM,State Senator,45,Y,,,,,19788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,45,,Y,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bill Ferguson",DEM,State Senator,46,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16202,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,
1,00,"Victor Ramirez",DEM,State Senator,47,Y,,,13131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,State Senator,47,,Y,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"James R. Smokey Stanton",DEM,House of Delegates,01A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740,,,,,,,,,,,,,,,
1,00,"Wendell R. Beitzel",REP,House of Delegates,01A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7781,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,01A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,
1,00,"Kevin Kelly",DEM,House of Delegates,01B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5684,,,,,,,,,,,,,,,,,
1,00,"Mary Beth Pirolozzi",REP,House of Delegates,01B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5413,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,01B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,
1,00,"Ronald Lohr",DEM,House of Delegates,01C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857,,,,,,,,,
1,00,"LeRoy E. Myers",REP,House of Delegates,01C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6833,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,01C,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
1,00,"Neil Becker",DEM,House of Delegates,02A,,,,,3493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Andrew A. Serafini",REP,House of Delegates,02A,Y,,,,8785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,02A,,Y,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Brien Poffenberger",DEM,House of Delegates,02B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4139
1,00,"Neil Parrott",REP,House of Delegates,02B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7066
1,00,"Other Write-Ins",BOT,House of Delegates,02B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
1,00,"John P. Donoghue",DEM,House of Delegates,02C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Cort Frederick Meinelschmidt",REP,House of Delegates,02C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,02C,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Galen R. Clagett",DEM,House of Delegates,03A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Candy O. Greenway",DEM,House of Delegates,03A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Patrick Hogan",REP,House of Delegates,03A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Scott L. Rolle",REP,House of Delegates,03A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,03A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Paul Gilligan",DEM,House of Delegates,03B,,,,,,,,,,6576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Michael Hough",REP,House of Delegates,03B,Y,,,,,,,,,9293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,03B,,Y,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Bonita Riffle Currey",DEM,House of Delegates,04A,,,,,,,,,,,,,,,,,,,,6158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Ryan P. Trout",DEM,House of Delegates,04A,,,,,,,,,,,,,,,,,,,,8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kathy Afzali",REP,House of Delegates,04A,Y,,,,,,,,,,,,,,,,,,,15317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Kelly Schulz",REP,House of Delegates,04A,Y,,,,,,,,,,,,,,,,,,,15505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Scott L. Guenthner",UNF,House of Delegates,04A,,,,,,,,,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,04A,,Y,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Timothy Schlauch",DEM,House of Delegates,04B,,,,,,,,,,,,,,,3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Donald B. Elliott",REP,House of Delegates,04B,Y,,,,,,,,,,,,,,10454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,04B,,Y,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Sharon L. Baker",DEM,House of Delegates,05A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5952,,,,,,,,
1,00,"Francis X. Walsh",DEM,House of Delegates,05A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6269,,,,,,,,
1,00,"Justin Ready",REP,House of Delegates,05A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18367,,,,,,,,
1,00,"Nancy R. Stocksdale",REP,House of Delegates,05A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16418,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,05A,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,
1,00,"Pete Definbaugh",DEM,House of Delegates,05B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202,,,
1,00,"Wade Kach",REP,House of Delegates,05B,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12583,,,
1,00,"M. Justin Kinsey",LIB,House of Delegates,05B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,,,
1,00,"Other Write-Ins",BOT,House of Delegates,05B,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,
1,00,"Joseph Sonny Minnick",DEM,House of Delegates,06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12245,,,,,,,,,,,
1,00,"John Olszewski, Jr.",DEM,House of Delegates,06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13872,,,,,,,,,,,
1,00,"Mike Weir, Jr.",DEM,House of Delegates,06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12421,,,,,,,,,,,
1,00,"Carlton William Clendaniel",REP,House of Delegates,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8266,,,,,,,,,,,
1,00,"Bob Long",REP,House of Delegates,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11177,,,,,,,,,,,
1,00,"Ric Metzgar",REP,House of Delegates,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10819,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,06,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,
1,00,"Jeff Beard",DEM,House of Delegates,07,,,,,,,,,,,,,,,,12540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
